Norma,Data de publicação,Ementa,Órgão de origem,Assuntos,Texto Integral,Tipo,Filename
RES - RESOLUÇÃO 254/2003,04/06/2003,"Revoga a autorização concedida à Companhia Estadual de Energia Elétrica - CEEE, pela Resolução ANEEL 392 de 17.09.2001, para implantar a Subestação Canguçu I, no município de Canguçu, (RS).",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/res2003254.pdf,RES,res2003254.pdf
RES - RESOLUÇÃO 253/2003,04/06/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Rio Grande Energia S.A, áreas de terra necessárias à passagem da Linha de Transmissão Lagoa Vermelha 2 - Lagoa Vermelha 1 - Vacaria, no município de Lagoa Vermelha, (RS).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003253.pdf,RES,res2003253.pdf
RES - RESOLUÇÃO 255/2003,04/06/2003,"Declara de utilidade pública, para fins de desapropriação, as áreas de terras especificadas, necessárias à melhoria das condições de acesso e segurança da Subestação Limeira I, no município de Limeira, (SP), em favor da Companhia de Transmissão de Energia Elétrica Paulista - CTEEP.",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003255.pdf,RES,res2003255.pdf
RES - RESOLUÇÃO 253/1999,18/08/1999,"Autoriza a transferência do controle acionário da Triunfo Agropecuária S.A, com nova denominação social de Itiquira Energética S.A, da Construtora Triunfo Ltda, para a Triunfo Participações e Investimentos S.A.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res1999253.pdf,RES,res1999253.pdf
RES - RESOLUÇÃO 256/2003,04/06/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Expansion Transmissão Itumbiara Marimbondo Ltda, áreas de terra necessárias à passagem da Linha de Transmissão Subestação Itumbiara - Subestação Marimbondo, em municípios do Estado de Minas Gerais.",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003256.pdf,RES,res2003256.pdf
REN - RESOLUÇÃO NORMATIVA 257/2007,09/03/2007,"Estabelece os conceitos gerais, as metodologias aplicáveis e os procedimentos para realização da primeira Revisão Tarifária Periódica das concessionárias de serviço público de transmissão de energia elétrica.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2007257.pdf,REN,ren2007257.pdf
REN - RESOLUÇÃO NORMATIVA 260/2007,13/04/2007,"Altera dispositivos da Convenção de Comercialização de Energia Elétrica - CCEE, instituída pela Resolução Normativa ANEEL 109 de 26.10.2004, que estabeleceu a estrutura e a forma de funcionamento da Câmara de Comercialização de Energia Elétrica - CCEE.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2007260.pdf,REN,ren2007260.pdf
RES - RESOLUÇÃO 257/2003,04/06/2003,"Autoriza a Companhia Hidro Elétrica do São Francisco - CHESF, a implantar instalações de transmissão de energia elétrica, nas Subestações Sobral II e Sobral III, no município de Sobral, (CE), integrantes da rede básica do sistema elétrico interligado, estabelece os valores da receita anual permitida, bem como aplica sobre estes valores o percentual referente à quota da Reserva Global de Reversão - RGR.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003257.pdf,RES,res2003257.pdf
RES - RESOLUÇÃO 260/2003,11/06/2003,"Autoriza a Viena Siderúrgica do Maranhão S.A, a estabelecer-se como Autoprodutor de Energia Elétrica, mediante a implantação da central geradora termelétrica Viena, no município de Açailândia, (MA), para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003260.pdf,RES,res2003260.pdf
RES - RESOLUÇÃO 261/2003,11/06/2003,"Revoga a Resolução ANEEL 239 de 30.04.2002 que autorizou a Energy Works do Brasil Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central geradora termelétrica de Cogeração Energy Works Pirelli Gravataí, no município de Gravataí, (RS), para comercialização da energia elétrica produzida.",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/res2003261.pdf,RES,res2003261.pdf
RES - RESOLUÇÃO 261/2002,16/05/2002,"Estabelece os valores das receitas anuais permitidas para reforços nas instalações de transmissão de energia elétrica da COPEL Transmissão S.A, integrantes da rede básica do sistema elétrico interligado, especificadas.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2002261.pdf,RES,res2002261.pdf
RES - RESOLUÇÃO 261/2001,10/07/2001,"Autoriza a Termoaçú S.A a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central geradora termelétrica Vale do Açú, no município de Alto do Rodrigues, (RN), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001261.pdf,RES,res2001261.pdf
REN - RESOLUÇÃO NORMATIVA 262/2007,02/05/2007,Dispõe sobre os procedimentos para assegurar a prorrogação das concessões de uso do bem público dos empreendimentos de geração de energia elétrica de que trata o Decreto 5.911 de 27.09.2006.,ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2007262.pdf,REN,ren2007262.pdf
REN - RESOLUÇÃO NORMATIVA 264/2007,04/05/2007,"Altera o parágrafo único do art. 3º da Resolução Normativa ANEEL 224 de 20.06.2006, que estabelece os valores de garantia física de energia da Estação Conversora de Freqüência de Garabi, da Companhia de Interconexão Energética - CIEN.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2007264.pdf,REN,ren2007264.pdf
RES - RESOLUÇÃO 262/2003,11/06/2003,"Autoriza a SIIF Énergies do Brasil Ltda, a transferir para a SIIF Cinco Ltda, a autorização para implantação da central geradora eólica Foz do Rio Choró, no município de Beberibe, (CE), objeto da Resolução ANEEL 306 de 04.06.2002, e dá outras providências.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003262.pdf,RES,res2003262.pdf
REN - RESOLUÇÃO NORMATIVA 263/2007,20/04/2007,"Altera o parágrafo único do art. 1º, bem como o art. 22 do Anexo da Resolução Normativa ANEEL 109 de 26.10.2004, que instituiu a Convenção de Comercialização de Energia Elétrica, referente ao funcionamento da Câmara de Comercialização de Energia Elétrica - CCEE.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2007263.pdf,REN,ren2007263.pdf
RES - RESOLUÇÃO 262/2002,17/05/2002,"Autoriza a Pinus Empreendimentos S/C Ltda estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Mata Velha, no rio Preto, municípios de Unaí e Cabeceira Grande, (MG), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002262.pdf,RES,res2002262.pdf
RES - RESOLUÇÃO 264/2003,11/06/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Castelo Energética S.A - CESA, áreas de terras necessárias à passagem da Linha de Transmissão Pequena Central Hidrelétrica São João - Castelo, nos municípios de Conceição do Castelo e Castelo, (ES).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003264.pdf,RES,res2003264.pdf
RES - RESOLUÇÃO 266/2003,11/06/2003,"Estabelece a energia assegurada referente a Pequena Central Hidrelétrica Linha 3 Leste, no rio Ijuí, município de Ijuí, (RS), de propriedade da Cooperativa Regional de Energia e Desenvolvimento Ijuí Ltda - CERILUZ.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003266.pdf,RES,res2003266.pdf
REN - RESOLUÇÃO NORMATIVA 269/2007,05/07/2007,"Altera os arts. 2º, 5º e 6º da Resolução Normativa ANEEL 062 de 05.05.2004, que estabelece os procedimentos para o cálculo do montante, correspondente à energia de referência de empreendimentos de geração, para fins de contratação com a Centrais Elétricas Brasileiras S.A - ELETROBRÁS, no âmbito do Programa de Incentivo às Fontes Alternativas de Energia Elétrica - PROINFA.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2007269.pdf,REN,ren2007269.pdf
RES - RESOLUÇÃO 266/2002,23/05/2002,"Autoriza a Engebra - Empresa de Energia Elétrica do Brasil Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central geradora termelétrica Daia, no município de Anápolis, (GO), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002266.pdf,RES,res2002266.pdf
RES - RESOLUÇÃO 268/2003,11/06/2003,"Prorroga os prazos estabelecidos no inciso I do art. 3º da Resolução ANEEL 453 de 29.10.2001, para a Companhia Brasileira de Bebidas - AMBEV, implantar e operar a Central Geradora Termelétrica Juatuba, no município de Juatuba, (MG).",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2003268.pdf,RES,res2003268.pdf
RES - RESOLUÇÃO 267/1998,14/08/1998,Homologa os montantes de energia e demanda de potência para os contratos iniciais de compra e venda de energia e define os valores a serem considerados no cálculo da tarifa de transmissão para a concessionárias da Região Sul.,ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res1998267.pdf,RES,res1998267.pdf
RES - RESOLUÇÃO 269/2003,12/06/2003,"Autoriza a Garcia Energética S.A - GESA, a proceder a transferência para a SIIF Alpha Ltda, da autorização para exploração e aumento da potência instalada, da Pequena Central Hidrelétrica Portobello, no rio Garcia, municípios de Major Gercino e Angelina, (SC), bem como prorroga os prazos estabelecidos no art. 2º, inciso I, e altera a redação do art. 3º, parágrafo único, da Resolução ANEEL 055 de 08.02.2001.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003269.pdf,RES,res2003269.pdf
RES - RESOLUÇÃO 268/1998,14/08/1998,Homologa os montantes de energia e potência asseguradas das usinas hidrelétricas pertencentes as empresas da Região Sul.,ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res1998268.pdf,RES,res1998268.pdf
RES - RESOLUÇÃO 269/2000,12/07/2000,Autoriza a Brascan Energy Trader Ltda a comercializar energia elétrica no âmbito do Mercado Atacadista de Energia Elétrica - MAE.,ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000269.pdf,RES,res2000269.pdf
REN - RESOLUÇÃO NORMATIVA 271/2007,18/07/2007,"Altera a redação dos arts. 1º e 3º da Resolução Normativa ANEEL 077 de 18.08.2004, que estabelece os procedimentos vinculados à redução das tarifas de uso dos sistemas elétricos de transmissão e de distribuição, para empreendimentos hidrelétricos, caracterizados como Pequena Central Hidrelétrica, e aqueles com fonte solar, eólica, biomassa ou cogeração qualificada, com potência instalada menor ou igual a 30.000 kW.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2007271.pdf,REN,ren2007271.pdf
RES - RESOLUÇÃO 270/2003,13/06/2003,"Anui à proposta de transferência da totalidade da participação acionária da Guascor Geratec Ltda, no capital social da Ourinhos Energia S.A, para a Companhia Brasileira de Alumínio - CBA.",ANEEL,"Anuência 
 ",http://www.aneel.gov.br/cedoc/res2003270.pdf,RES,res2003270.pdf
REN - RESOLUÇÃO NORMATIVA 274/2007,15/08/2007,"Inclui o inciso XX no art. 7º da Resolução Normativa ANEEL 063 de 12.05.2004, que aprova procedimentos para regular a imposição de penalidades aos concessionários, permissionários, autorizados e demais agentes de instalações e serviços de energia elétrica, bem como às entidades responsáveis pela operação do sistema, pela comercialização de energia elétrica e pela gestão de recursos provenientes de encargos setoriais.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2007274.pdf,REN,ren2007274.pdf
REN - RESOLUÇÃO NORMATIVA 273/2007,31/07/2007,"Aprova a revisão da Norma de Organização ANEEL 001, que dispõe sobre os procedimentos para o funcionamento, a ordem dos trabalhos e os processos da Diretoria, nas matérias relativas à regulação e à fiscalização dos serviços e instalações de energia elétrica; e revoga a Resolução ANEEL 233 de 14.07.1998.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2007273.pdf,REN,ren2007273.pdf
RES - RESOLUÇÃO 274/2003,17/06/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Companhia de Eletricidade de Nova Friburgo - CENF e a Companhia de Eletricidade do Rio de Janeiro - CERJ.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003274.pdf,RES,res2003274.pdf
RES - RESOLUÇÃO 274/2002,23/05/2002,"Autoriza a Construtora Barbosa Mello S.A, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Sumidouro, no rio Santo Antônio, municípios de Conceição do Mato Dentro e Santo Antônio do Rio Abaixo, (MG), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002274.pdf,RES,res2002274.pdf
RES - RESOLUÇÃO 273/2003,17/06/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre FURNAS Centrais Elétricas S.A e a Companhia Força e Luz Cataguazes Leopoldina - CFLCL.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003273.pdf,RES,res2003273.pdf
REN - RESOLUÇÃO NORMATIVA 275/2007,09/08/2007,"Aprova a alteração das Regras de Comercialização de Energia Elétrica, versão 2007, em face da consideração dos efeitos do Termo de Compromisso firmado entre ANEEL e a Petróleo Brasileiro S.A - PETROBRAS.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2007275.pdf,REN,ren2007275.pdf
RES - RESOLUÇÃO 275/2003,20/06/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Alcan Alumínio do Brasil Ltda, áreas de terras necessárias à passagem da Linha de Transmissão Furquim - Saramenha, no município de Mariana, (MG).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003275.pdf,RES,res2003275.pdf
RES - RESOLUÇÃO 276/2003,20/06/2003,"Revoga a Resolução ANEEL 292 de 23.07.2001, que autorizou a Energen - Empresa Brasileira de Geração de Energia S.A, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da central geradora termelétrica Araraquara, no município de Araraquara, (SP).",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/res2003276.pdf,RES,res2003276.pdf
RES - RESOLUÇÃO 277/2003,20/06/2003,"Autoriza a 3M do Brasil Ltda, a estabelecer-se como Autoprodutor de Energia Elétrica, mediante a implantação da central geradora termelétrica 3M Sumaré, no município de Sumaré, (SP), para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003277.pdf,RES,res2003277.pdf
REN - RESOLUÇÃO NORMATIVA 278/2007,17/09/2007,"Inclui o inciso XVIII, no art. 5º da Resolução Normativa ANEEL 063 de 12.05.2004, que aprova procedimentos para regular a imposição de penalidades aos concessionários, permissionários, autorizados e demais agentes de instalações e serviços de energia elétrica, bem como às entidades responsáveis pela operação do sistema, pela comercialização de energia elétrica e pela gestão de recursos provenientes de encargos setoriais.",ANEEL,"Inclusão 
 ",http://www.aneel.gov.br/cedoc/ren2007278.pdf,REN,ren2007278.pdf
RES - RESOLUÇÃO 278/2003,18/06/2003,"Autoriza a Pinus Empreendimentos S.C Ltda, a proceder a transferência para a Cimento Planalto S.A - CIPLAN, da autorização para exploração da Pequena Central Hidrelétrica Mata Velha, no rio Preto, municípios de Unaí e Cabeceira Grande, (MG), objeto da Resolução ANEEL 262 de 16.05.2002, na condição de produtor independente de energia elétrica.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003278.pdf,RES,res2003278.pdf
RES - RESOLUÇÃO 279/2003,20/06/2003,"Prorroga os prazos estabelecidos no inciso I do artigo 3º, da Resolução ANEEL 197 de 31.05.2001, para a SIIF Beta Ltda implantar e operar a Pequena Central Hidrelétrica Santa Rosa II, nos municípios de Bom Jardim e Cordeiro, (RJ), bem como redefine o percentual de redução aos valores dos encargos de uso dos sistemas de transmissão e de distribuição.",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2003279.pdf,RES,res2003279.pdf
RES - RESOLUÇÃO 279/2001,24/07/2001,"Autoriza, para fins de regularização, a Centrais Elétricas do Norte do Brasil S.A - ELETRONORTE a implantar a Subestação Nobres, no município de Nobres, (MT).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001279.pdf,RES,res2001279.pdf
RES - RESOLUÇÃO 280/2003,18/06/2003,"Autoriza a Global Empreendimentos Turísticos a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Garganta da Jararaca, no rio do Sangue, município de Campo Novo do Parecis, (MT), para comercialização da energia elétrica produzida, e dá outras providências.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003280.pdf,RES,res2003280.pdf
REN - RESOLUÇÃO NORMATIVA 281/2007,03/10/2007,"Fixa o prazo para a Câmara de Comercialização de Energia Elétrica - CCEE republicar as Regras de Comercialização de Energia Elétrica, versão 2007, em face ao critério de alívio de exposições financeiras de autroprodução adotados nas Regras de Comercialização, versão 2006.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2007281.pdf,REN,ren2007281.pdf
RES - RESOLUÇÃO 281/2003,18/06/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de junho de 2003 a maio de 2004, para a Companhia Força e Luz Cataguazes Leopoldina - CFLCL.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003281.pdf,RES,res2003281.pdf
RES - RESOLUÇÃO 281/1999,04/10/1999,"Estabelece as condições gerais de contratação do acesso, compreendendo o uso e a conexão dos sistemas de transmissão e distribuição de energia elétrica.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res1999281.pdf,RES,res1999281.pdf
REN - RESOLUÇÃO NORMATIVA 284/2007,30/10/2007,"Altera os arts. 3º e 4º da Resolução Normativa ANEEL 228 de 25.07.2006, que estabelece os requisitos para a certificação de centrais geradoras termelétricas na modalidade de geração distribuída, para fins de comercialização de energia elétrica no Ambiente de Contratação Regulada - ACR, conforme disposto no art. 14, inciso II, do Decreto no 5.163 de 30.07.2004.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2007284.pdf,REN,ren2007284.pdf
RES - RESOLUÇÃO 282/2003,18/06/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de junho de 2003 a junho de 2004, para a Companhia de Eletricidade de Nova Friburgo - CENF.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003282.pdf,RES,res2003282.pdf
RES - RESOLUÇÃO 284/2003,24/06/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de junho de 2003 a maio de 2004, para a COPEL Distribuição S.A.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003284.pdf,RES,res2003284.pdf
RES - RESOLUÇÃO 284/2000,28/07/2000,"Resolve dar provimento ao pedido de reconsideração da Empresa Energética de Sergipe S.A - ENERGIPE, relativo a incorporação de sua Controladora CAT LEO Distribuidora Ltda, sem a prévia anuência da ANEEL, revogando o art. 1º da Resolução ANEEL 048 de 09.02.2000, que declara a nulidade do ato realizado pela mesma; e determina outras providências.",ANEEL,"Provimento 
 ",http://www.aneel.gov.br/cedoc/res2000284.pdf,RES,res2000284.pdf
RES - RESOLUÇÃO 282/2000,27/07/2000,"Autoriza a Empresa Luz e Força Santa Maria S.A. - ELFSM a estabelecer-se como produtor independente de energia elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Cachoeirão, no rio Manhuaçu, municípios de Pocrane e Alvarenga, (MG).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000282.pdf,RES,res2000282.pdf
RES - RESOLUÇÃO 283/2002,29/05/2002,"Autoriza para fins de regularização, a Lwarcel Celulose e Papel Ltda, estabelecer-se como Autoprodutor de Energia Elétrica, mediante a exploração da central geradora termelétrica Lençóis Paulista, no município de Lençóis Paulista, (SP), para uso exclusivo, bem como autoriza sua ampliação.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002283.pdf,RES,res2002283.pdf
REN - RESOLUÇÃO NORMATIVA 285/2007,30/10/2007,"Inclui o inciso XIX no art. 6º da Resolução Normativa ANEEL 063 de 12.05.2004,  que aprova procedimentos para regular a imposição de penalidades aos concessionários, permissionários, autorizados e demais agentes de instalações e serviços de energia elétrica, bem como às entidades responsáveis pela operação do sistema, pela comercialização de energia elétrica e pela gestão de recursos provenientes de encargos setoriais.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2007285.pdf,REN,ren2007285.pdf
RES - RESOLUÇÃO 285/2003,24/06/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a COPEL Geração S.A e a COPEL Distribuição S.A.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003285.pdf,RES,res2003285.pdf
RES - RESOLUÇÃO 285/2001,24/07/2001,"Autoriza, para fins de regularização, a Central Energética Moreno Açúcar e Álcool Ltda, a estabelecer-se  como Autoprodutor de Energia Elétrica mediante a exploração da central geradora termelétrica Usina Moreno, no município de Luiz Antônio, (SP), para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001285.pdf,RES,res2001285.pdf
RES - RESOLUÇÃO 286/2001,24/07/2001,"Autoriza, para fins de regularização, a Citrosuco Paulista S.A, a estabelecer-se como Autoprodutor de Energia Elétrica mediante a exploração da central geradora termelétrica Citrosuco, no município de Matão, (SP), para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001286.pdf,RES,res2001286.pdf
RES - RESOLUÇÃO 288/2003,25/06/2003,"Autoriza a Companhia Estadual de Energia Elétrica - CEEE, a implantar instalações de transmissão de energia elétrica, nas Subestações Gravataí 2 - Porto Alegre 6, no município de Porto Alegre, (RS), integrantes da rede básica do sistema elétrico interligado, estabelece os valores da receita anual permitida, bem como aplica sobre estes valores o percentual referente à quota da Reserva Global de Reversão - RGR.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003288.pdf,RES,res2003288.pdf
RES - RESOLUÇÃO 290/2003,25/06/2003,"Estabelece os valores das parcelas da receita anual permitida pela disponibilização das novas instalações de transmissão de energia elétrica, integrantes da rede básica do sistema elétrico interligado, especificadas, da COPEL Transmissão S.A, bem como aplica sobre estes valores o adicional referente à quota anual da Reserva Global de Reversão - RGR.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003290.pdf,RES,res2003290.pdf
RES - RESOLUÇÃO 290/2000,04/08/2000,"Homologa as Regras do Mercado Atacadista de Energia Elétrica - MAE, e fixa as diretrizes para sua implantação gradual.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000290.pdf,RES,res2000290.pdf
RES - RESOLUÇÃO 289/2003,25/06/2003,"Estabelece os valores das parcelas da receita anual permitida pela disponibilização das novas instalações de transmissão de energia elétrica, integrantes da rede básica do sistema elétrico interligado, especificadas, da Companhia Energética de Minas Gerais - CEMIG, bem como aplica sobre estes valores o adicional referente à quota anual da Reserva Global de Reversão - RGR.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003289.pdf,RES,res2003289.pdf
RES - RESOLUÇÃO 291/2001,24/07/2001,"Autoriza a Alcan Alumínio do Brasil Ltda, a estabelecer-se como Autoprodutor de Energia Elétrica mediante o aproveitamento do potencial hidráulico  Pequena Central Hidrelétrica Furquim, no ribeirão do Carmo, município de Mariana, (MG), para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001291.pdf,RES,res2001291.pdf
RES - RESOLUÇÃO 292/2003,25/06/2003,"Revoga a Resolução ANEEL 105 de 29.03.2001, que autorizou a Termocorumbá Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante implantação da central geradora termelétrica de Corumbá, município de Corumbá (MS).",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/res2003292.pdf,RES,res2003292.pdf
REN - RESOLUÇÃO NORMATIVA 294/2007,18/12/2007,Estabelece a metodologia aplicável e os procedimentos de repasse tarifário dos déficits incorridos pelas concessionárias de distribuição de energia elétrica em função da execução do Programa Luz Para Todos.,ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2007294.pdf,REN,ren2007294.pdf
RES - RESOLUÇÃO 295/2003,26/06/2003,"Estabelece o valor do encargo de capacidade emergencial, definido pela Lei 10.438 de 26.04.2002.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003295.pdf,RES,res2003295.pdf
RES - RESOLUÇÃO 296/2003,27/06/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de junho de 2003 a maio de 2004, para a Hidroelétrica Panambi S.A - HIDROPAN.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003296.pdf,RES,res2003296.pdf
REN - RESOLUÇÃO NORMATIVA 298/2008,18/01/2008,"Altera o art. 5º da Resolução Normativa ANEEL 205 de 22.12.2005, que estabelece os procedimentos e as condições gerais, para o enquadramento de cooperativas de eletrificação rural, como permissionárias de serviço público de distribuição de energia elétrica, e autorização para operação de instalações de distribuição de uso privativo, em área rural, bem como aprova o modelo de Contrato de Permissão.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2008298.pdf,REN,ren2008298.pdf
RES - RESOLUÇÃO 298/2003,27/06/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Rio Grande Energia S.A - RGE e as concessionárias especificadas.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003298.pdf,RES,res2003298.pdf
RES - RESOLUÇÃO 297/2003,27/06/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de junho de 2003 a maio de 2004, para a Departamento Municipal de Energia de Ijuí - DEMEI.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003297.pdf,RES,res2003297.pdf
RES - RESOLUÇÃO 299/2003,27/06/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Centrais Elétricas de Minas Gerais - CEMIG e a Departamento Municipal de Eletricidade de Poços de Caldas - DME.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003299.pdf,RES,res2003299.pdf
REN - RESOLUÇÃO NORMATIVA 300/2008,22/02/2008,"Estabelece os critérios para aplicação de recursos em programas de eficiência energética, e dá outras providências.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2008300.pdf,REN,ren2008300.pdf
RES - RESOLUÇÃO 301/2003,27/06/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Companhia Energética de São Paulo - CESP e a Departamento Municipal de Eletricidade de Poços de Caldas - DME.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003301.pdf,RES,res2003301.pdf
